graphname,optimal_expectation,optimal_parameters,optimal_gamma_random,optimal_beta,initial_parameters,initial_gamma,initial_beta,num_layers,num_qubits,num_interactions,sim_time,n_restarts,mean_n_obj_calls_random,gamma_std_across_restarts,beta_std_across_restarts,graph_id,model,n,m,deg_mean,deg_std,clust_mean,assortativity,mis,exact_maxcut,approx_ratio_random,mean_n_obj_calls_conj,approx_ratio_conj,optimal_gamma_conj,init_strategy,call_reduction,call_reduction_pct,quality_delta
gnm_10,20.36497851865265,"[2.8632639579775256, 1.9591676750305203, 1.6787862783412097, 1.6250652678380033, 1.7910081537024536, 1.6770226952905283, 1.6756477176122482, 2.7810682034868037, 3.060386993283439, 1.3297236239352943]",2.8632639579775256,1.6770226952905285,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,11,31,5.353657960891724,1,1156.0,0.0,0.0,10,gnm,11,31,5.6364,1.2264,0.484,-0.0896,0.2727,23,0.8854338486370716,795.0,0.6898363423093813,2.384344364759124,static_conjecture,361.0,31.228373702422147,-0.19559750632769035
barabasi_11,5.965153895952994,"[2.5305835137192574, 1.860661658352905, 2.47526400815358, 1.9888213766520442, 1.2422728799043683, 0.867092588637023, -0.10187428475786994, 2.965581471968286, 2.610852191054097, 1.3873340728576165]",2.5305835137192574,0.867092588637023,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,8,7,2.942211866378784,1,1660.0,0.0,0.0,11,barabasi,8,7,1.75,1.299,0.0,-0.5867,0.625,7,0.8521648422789992,1127.0,0.8358583898326677,2.4934524716461097,static_conjecture,533.0,32.10843373493976,-0.016306452446331554
barabasi_12,12.807882382049076,"[2.931933600760331, 3.0146607281441042, 3.1410040557056025, 0.9047449137298027, 1.602775725153399, 0.2948994513652252, 3.1412540778763565, 1.723897697144543, 2.8976965338996568, 1.8553111338708144]",2.931933600760331,0.2948994513652252,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,16,15,6.919360399246216,1,1879.0,0.0,0.0,12,barabasi,16,15,1.875,1.317,0.0,-0.2698,0.625,15,0.8538588254699384,1432.0,0.8751464241788195,2.782245467716006,static_conjecture,447.0,23.789249600851516,0.021287598708881084
watts_13,19.321899615937262,"[2.9664848278772102, 2.7805807354868888, 3.1365267807582313, 1.1248349872340717, 2.5917235207361555, 2.085092375831958, 0.45355403543583006, 2.9060270767982193, 3.049825182053323, 1.4231023059882943]",2.9664848278772102,2.085092375831958,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,14,28,8.893784284591675,1,1899.0,0.0,0.0,13,watts,14,28,4.0,1.0,0.3714,-0.2473,0.3571,21,0.9200904579017744,1258.0,0.8910221901509171,1.6399746813753984,static_conjecture,641.0,33.754607688256975,-0.029068267750857246
watts_14,12.087212707550169,"[2.168076360377881, 2.3145030699493536, 2.56871299465175, 1.517796280845114, 1.3151514852326909, 1.0619231885842648, 0.08922509665036066, 1.9189183835997694, 2.158469862046309, 0.8887362060642949]",2.168076360377881,1.0619231885842648,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,15,15,6.553555965423584,1,1734.0,0.0,0.0,14,watts,15,15,2.0,0.8165,0.1111,-0.1471,0.4667,14,0.8633723362535835,2546.0,0.844892669723419,1.2496208418154562,static_conjecture,-812.0,-46.82814302191465,-0.018479666530164418
regular_15,16.716984713001082,"[1.7343699660530665, 1.9689890460115844, 2.7016655774044813, 2.1594513077151705, 1.3823670198426292, 1.0703399751143232, 1.0244825530276342, 1.6071373861291558, 1.312252277390011, 0.4542906201162876]",1.7343699660530665,1.0703399751143232,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,12,24,5.879934072494507,1,1209.0,0.0,0.0,15,regular,12,24,4.0,0.0,0.3333,0.0,0.3333,18,0.9287213729445044,836.0,0.9184001660778919,2.897728252031172,static_conjecture,373.0,30.851943755169565,-0.010321206866612531
barabasi_16,15.006870246669102,"[1.4334568612004641, 2.0703516341282295, 2.0051761833986816, 1.8590321485741303, 1.3407433399164301, 1.3536070498943154, 1.2405611194207897, 3.1414635362085823, 2.9551373360502526, 1.745148213886425]",1.433456861200464,1.3536070498943154,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,19,18,5.97792387008667,1,1264.0,0.0,0.0,16,barabasi,19,18,1.8947,1.8323,0.0,-0.4088,0.6316,18,0.833715013703839,1548.0,0.8259870362917001,2.840491766027259,static_conjecture,-284.0,-22.468354430379748,-0.007727977412138931
gnm_17,47.74549632977221,"[2.9735004341947553, 2.621887803101264, 2.3377822087167144, 1.5709420277074422, 0.7831688785421609, 0.9884001178361134, 0.7860095304876165, 2.370135576544334, 2.3582866964951075, 0.764930877903633]",2.973500434194756,0.9884001178361134,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,15,89,11.826452493667604,1,849.0,0.0,0.0,17,gnm,15,89,11.8667,1.2037,0.8384,-0.0595,0.2,54,0.8841758579587446,991.0,0.8889906965882723,2.352235211596949,static_conjecture,-142.0,-16.725559481743225,0.004814838629527696
gnm_18,62.66013905602424,"[2.8646246172129, 2.27158332657552, 1.937773257741252, 1.8359753322895416, 1.4727795016251481, 0.666066139602131, 0.7683947538140834, 2.9316549472129037, 3.069524389198998, 1.908961204937579]",2.8646246172129,0.666066139602131,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,18,125,13.677365779876707,1,550.0,0.0,0.0,18,gnm,18,125,13.8889,1.7603,0.8283,-0.1312,0.1667,75,0.8354685207469899,596.0,0.8362218168764408,2.555708650918985,static_conjecture,-46.0,-8.363636363636363,0.0007532961294509644
watts_19,13.990577265576372,"[2.900212362351361, 2.945717249979163, 2.865182329196892, 1.2223546807982255, 1.7100866528422152, 1.9368604976950223, 0.2428386115853911, 3.1380502476252987, 3.099929020547104, 1.8183063477373547]",2.900212362351361,1.9368604976950223,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,17,17,4.946581125259399,1,1303.0,0.0,0.0,19,watts,17,17,2.0,0.8402,0.0,-0.242,0.5294,16,0.8744110790985232,1455.0,0.8481768669314862,1.6334391377746,static_conjecture,-152.0,-11.665387567152724,-0.02623421216703703
barabasi_20,16.09696351038833,"[2.7644911927893547, 1.469762216443228, 2.3294654048791537, 1.489122970656807, 1.0908474517307394, 0.11218263011768267, 1.5928705163575607, 2.9283497706711126, 3.13173074252003, 1.7305486542776072]",2.7644911927893547,0.1121826301176826,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,14,24,3.2824811935424805,1,1223.0,0.0,0.0,20,barabasi,14,24,3.4286,2.0603,0.6996,-0.3958,0.4286,18,0.8942757505771295,1413.0,0.8591247075573438,1.326129770447841,static_conjecture,-190.0,-15.53556827473426,-0.035151043019785666
gnm_21,5.656527099577943,"[2.903925993267941, 2.6914768470573565, 3.1241773024650676, 0.9069466657420914, 1.7472504464463916, 2.1141378753962243, 0.403229881346184, 3.095821737454334, 3.0684364864437335, 1.7841174225262553]",2.903925993267941,2.1141378753962243,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,6,7,1.922065496444702,1,1196.0,0.0,0.0,21,gnm,6,7,2.3333,0.9428,0.25,-0.5556,0.5,6,0.9427545165963238,1430.0,0.8866534982904947,2.85106399188665,static_conjecture,-234.0,-19.565217391304348,-0.05610101830582914
watts_22,16.616030694511245,"[2.9543457393053205, 2.7829130392655075, 2.0955240989714845, 1.5874639420798606, 1.5659604536552283, 0.5736443457872993, 1.7745546339416698, 2.7076031690502367, 2.9537041546209704, 2.0041266454566697]",2.9543457393053205,0.5736443457872993,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,12,24,5.275100231170654,1,1237.0,0.0,0.0,22,watts,12,24,4.0,0.7071,0.3889,-0.2043,0.3333,19,0.8745279312900656,861.0,0.8101430817643269,1.72713887290424,static_conjecture,376.0,30.39611964430073,-0.06438484952573864
watts_23,21.48492167409385,"[2.9686434828586794, 2.812647261427968, 2.0437810372415264, 1.5472263156404948, 1.5918224093310027, 0.5685194347341151, 1.7910822585703006, 1.004287523740709, 1.3867867329738695, 0.5721610236558087]",2.9686434828586794,0.5685194347341151,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,15,30,5.755962610244751,1,888.0,0.0,0.0,23,watts,15,30,4.0,1.2111,0.2429,-0.27,0.4,25,0.8593968669637542,1515.0,0.8407152121483611,1.8476496123936577,static_conjecture,-627.0,-70.6081081081081,-0.01868165481539308
watts_24,8.19545114415219,"[-0.4824709676637011, 1.9734332629389386, 3.138335700940318, 2.0578289700964874, 1.782266570937285, 1.8169497481186074, 1.7704068189235103, 2.7318602491208246, 2.8682178793938427, 1.3989218006839366]",-0.4824709676637011,1.816949748118608,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,10,10,1.590001344680786,1,781.0,0.0,0.0,24,watts,10,10,2.0,0.4472,0.0,-0.0526,0.5,9,0.9106056826835766,1379.0,0.9532717327832416,0.5064915808334349,static_conjecture,-598.0,-76.5685019206146,0.042666050099665065
barabasi_25,7.475384098700424,"[2.919831933277326, 2.717020803332968, 2.4716270943585372, 1.5425077753580243, 1.634662157221702, 2.1679921549474797, 0.28146177629946667, 3.1130794725606963, 2.9320228973394546, 1.8499379458018574]",2.919831933277326,2.16799215494748,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,9,8,3.4529366493225098,1,1663.0,0.0,0.0,25,barabasi,9,8,1.7778,1.2273,0.0,-0.5748,0.5556,8,0.934423012337553,1114.0,0.8791576007135358,2.398267815424007,static_conjecture,549.0,33.01262778111846,-0.05526541162401721
regular_26,17.716489607432656,"[1.8263984589057753, 2.1403354389584086, 2.5979136224617063, 1.6187848031399947, 1.1970530703369622, 1.2696475957437467, 0.2735223864297848, 2.7836261464882512, 2.8463927190827425, 2.0041533278238735]",1.826398458905776,1.2696475957437467,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,20,20,7.108819007873535,1,1259.0,0.0,0.0,26,regular,20,20,2.0,0.0,0.0,0.0,0.45,20,0.8858244803716329,1130.0,0.9000021716906087,3.141592653589793,static_conjecture,129.0,10.246227164416204,0.014177691318975838
gnm_27,66.85064175429167,"[2.832482793497957, 2.297427123448725, 1.9765059198013426, 1.7226632095436825, 1.365660534431253, 0.840389564945305, 0.7522453236477914, 2.9841098317911645, 3.0350569875971507, 1.8960427328207972]",2.832482793497957,0.840389564945305,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,18,133,14.224499702453612,1,650.0,0.0,0.0,27,gnm,18,133,14.7778,1.4741,0.8719,-0.1253,0.1667,78,0.857059509670406,511.0,0.8610938676940029,2.624032684442421,static_conjecture,139.0,21.384615384615387,0.004034358023596862
barabasi_28,23.530821668401305,"[2.9811537734463274, 3.1373729839041093, 2.86521106997411, 1.9197329503021026, 1.614556677611522, 1.208082910807898, 0.8916054615133995, 1.8140224614037361, 3.0892039261228827, 2.941513938147737]",2.981153773446328,1.208082910807898,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,19,34,9.748261213302612,1,1299.0,0.0,0.0,28,barabasi,19,34,3.5789,2.4776,0.4164,-0.3501,0.4211,27,0.8715119136444928,1185.0,0.8905799997429594,0.1604497273677333,static_conjecture,114.0,8.775981524249422,0.019068086098466663
watts_29,9.804076454978713,"[2.9401725843304836, 2.934835628798951, 2.9492899886084807, 0.32261553483795513, 1.5079982590911327, 0.9086437775867364, 1.00270506909693, 1.4621920908028045, 2.675336746221254, 2.3428278831921623]",2.940172584330484,0.9086437775867364,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,7,14,3.264568328857422,1,1718.0,0.0,0.0,29,watts,7,14,4.0,0.7559,0.6238,-0.1667,0.2857,10,0.9804076454978712,876.0,0.9761894382707397,1.5365864252814494,static_conjecture,842.0,49.0104772991851,-0.00421820722713151
barabasi_30,8.91928975091391,"[2.183675170150517, 2.2634338809921783, 1.4901589505781747, 1.5540577078400213, 2.210140214858525, 1.4781485938499697, 0.684394504497041, 1.958289442867252, 2.359301812838128, 1.3344313279365791]",2.183675170150517,1.4781485938499697,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,12,11,2.300668239593506,1,1101.0,0.0,0.0,30,barabasi,12,11,1.8333,1.2802,0.0,-0.3484,0.5,11,0.8108445228103555,1162.0,0.8517988455293136,1.3088868254641772,static_conjecture,-61.0,-5.540417801998183,0.04095432271895816
gnm_31,13.91163157012923,"[2.9090400587936123, 2.119121208144818, 1.940816207397863, -0.4326605947511278, 0.3813985996163094, 1.7124815855639204, 1.5551620968426874, 3.141577211701213, 2.8366582221815815, 1.3852298381872838]",2.9090400587936123,1.7124815855639204,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,10,21,4.555947303771973,1,1892.0,0.0,0.0,31,gnm,10,21,4.2,1.077,0.5267,-0.3835,0.4,15,0.927442104675282,1595.0,0.9315639536307003,1.5650449613655983,static_conjecture,297.0,15.69767441860465,0.004121848955418339
gnm_32,10.32601383124711,"[2.7693157952428717, 2.4663728728148557, 2.061951390197323, 1.4111695049911583, 1.695601058802259, 0.7973981817304086, 0.7047604988497208, 2.9189691715213697, 2.7006255785654263, 1.892037748780837]",2.769315795242872,0.7973981817304086,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,7,17,8.726030349731445,1,3111.0,0.0,0.0,32,gnm,7,17,4.8571,0.6389,0.7714,-0.2966,0.2857,12,0.8605011526039258,1276.0,0.9187066973795481,2.933753665603692,static_conjecture,1835.0,58.98424943747991,0.05820554477562234
barabasi_33,27.81053919087782,"[3.008259299868941, 2.91803003004438, 2.8121762126154533, 1.7963584595224207, 1.4120553742437565, 0.5345565009641416, 0.4380751998720718, 2.6416075269593686, 3.1134713550187096, 2.3723655315501997]",3.008259299868941,0.5345565009641416,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,16,39,7.738513469696045,1,938.0,0.0,0.0,33,barabasi,16,39,4.875,2.3684,0.3637,-0.3335,0.375,32,0.8690793497149318,907.0,0.8483633583090633,3.00116607604391,static_conjecture,31.0,3.304904051172708,-0.02071599140586855
watts_34,24.314010080396027,"[2.391654740969857, 2.3662317338397205, 0.25409710013049613, 1.5411298846161414, 1.0719942023654672, 1.564566766260858, 1.8876597743979358, 3.077624198356798, 2.784225522803692, 1.562492348292131]",2.391654740969857,1.564566766260858,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,19,38,6.461453914642334,1,758.0,0.0,0.0,34,watts,19,38,4.0,1.0761,0.2188,-0.1844,0.4211,30,0.8104670026798676,1422.0,0.8938029155401822,3.135921460925116,static_conjecture,-664.0,-87.59894459102902,0.08333591286031461
barabasi_35,10.612116534199856,"[1.7590237499920625, 1.9400055771988722, 1.8399431787677456, 1.8867410410087333, 1.3321447813455214, 0.3670954608735838, 1.3223082266742592, 3.1229656291859715, 2.963184372910679, 1.790577108411647]",1.7590237499920625,0.3670954608735838,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,13,12,2.687929153442383,1,1142.0,0.0,0.0,35,barabasi,13,12,1.8462,2.1428,0.0,-0.6763,0.6923,12,0.8843430445166547,1244.0,0.9009982727316106,1.7113396983885594,static_conjecture,-102.0,-8.93169877408056,0.01665522821495591
barabasi_36,7.512365039660864,"[2.907705918661785, 2.7737432590124396, 2.122304809273856, 1.8143630290131498, 1.5340315231568067, 0.6443011969613289, 0.3229005947685839, 2.8612010044556135, 2.868491837765935, 2.0378491151598457]",2.907705918661785,0.6443011969613289,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,9,8,1.6564514636993408,1,1018.0,0.0,0.0,36,barabasi,9,8,1.7778,1.5476,0.0,-0.6391,0.6667,8,0.939045629957608,927.0,0.9161905362300045,2.9527395104571665,static_conjecture,91.0,8.93909626719057,-0.022855093727603526
watts_37,13.28079611073027,"[1.8323117883129965, 2.1192322181493264, 2.618659420823221, 1.6100672752803753, 1.2036368117574028, 1.2610668342959748, 0.2787452066042294, 2.837502866541969, 2.7903936511994427, 1.9965210371343978]",1.8323117883129965,1.2610668342959748,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,15,15,3.6239399909973145,1,1156.0,0.0,0.0,37,watts,15,15,2.0,0.0,0.0,0.0,0.4667,14,0.9486282936235908,1148.0,0.9434470063419654,3.1288365597116066,static_conjecture,8.0,0.6920415224913495,-0.0051812872816253686
barabasi_38,5.447593162464614,"[1.761734664663401, 1.9062716964557318, 2.8978492287567974, 0.8595435595617115, 2.9585791288839713, 1.4037982692012982, 1.8935315559335162, 2.245268772444576, 1.9555079688097023, 0.9287471163859456]",1.761734664663401,1.4037982692012982,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,7,6,1.2260277271270752,1,1722.0,0.0,0.0,38,barabasi,7,6,1.7143,0.6999,0.0,-0.6667,0.4286,6,0.9079321937441024,2608.0,0.8432715811810946,2.6867863861585697,static_conjecture,-886.0,-51.451800232288036,-0.06466061256300781
barabasi_39,13.131987200197289,"[2.835380643592998, 2.6602049629583933, 3.104731368840119, 1.9965664570419732, 0.843894140320052, 0.3581611470186255, 1.7816158597150702, 3.14152511116153, 3.049657284798135, 1.7801145539031562]",2.835380643592998,0.3581611470186255,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,16,15,7.618754386901855,1,1915.0,0.0,0.0,39,barabasi,16,15,1.875,1.4524,0.0,-0.5882,0.6875,15,0.8754658133464859,1197.0,0.8708711933951647,2.3415988222074606,static_conjecture,718.0,37.4934725848564,-0.004594619951321155
