graphname,optimal_expectation,optimal_parameters,optimal_gamma,optimal_beta,initial_parameters,initial_gamma,initial_beta,num_layers,num_qubits,num_interactions,sim_time,n_restarts,mean_n_obj_calls,gamma_std_across_restarts,beta_std_across_restarts,graph_id,model,n,m,deg_mean,deg_std,clust_mean,assortativity,mis,exact_maxcut,approx_ratio
watts_184,16.165752675118192,"[0.5616660760108201, 2.87374459532311, 1.9011202477030849, 0.8760635616589271]",0.5616660760108201,1.9011202477030849,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,20,20,1.5420184135437012,1,372.0,0.0,0.0,184,watts,20,20,2.0,0.5477,0.0,-0.0811,0.45,19,0.8508290881641154
gnm_185,14.555909333090668,"[1.80766959583862, 2.580576874789397, 1.779187182503668, 1.3131859374713355]",1.80766959583862,1.779187182503668,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,12,24,0.3517389297485351,1,136.0,0.0,0.0,185,gnm,12,24,4.0,1.472,0.2964,-0.2011,0.4167,20,0.7277954666545334
barabasi_186,10.466005631032736,"[0.32355610080703306, 2.4100870109629606, 2.7940634745153083, 1.8146877531081014]",0.323556100807033,2.7940634745153083,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,14,13,0.2730107307434082,1,159.0,0.0,0.0,186,barabasi,14,13,1.8571,1.2454,0.0,-0.5566,0.5,13,0.8050773562332874
watts_187,10.10857579303439,"[0.36992189355742877, 2.0205044501539957, 2.769035189184826, 3.141592653589793]",0.3699218935574287,2.769035189184826,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,14,14,0.2548356056213379,1,148.0,0.0,0.0,187,watts,14,14,2.0,0.5345,0.1667,-0.3462,0.4286,13,0.7775827533103377
gnm_188,10.096952137799237,"[1.1624245757931302, 1.7249564068867704, 2.9908426315473653, 1.9862220945083582]",1.1624245757931302,2.9908426315473653,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,8,16,0.4247374534606933,1,239.0,0.0,0.0,188,gnm,8,16,4.0,0.866,0.5083,-0.316,0.375,12,0.8414126781499364
barabasi_189,21.060191152691264,"[1.9882268522137452, 3.0383840461121516, 2.8807024008493327, 0.6694778082478203]",1.9882268522137447,2.8807024008493327,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,16,39,1.2882444858551023,1,286.0,0.0,0.0,189,barabasi,16,39,4.875,1.9645,0.2864,-0.261,0.375,31,0.6793610049255246
gnm_190,11.58529147355148,"[3.0258979272424824, 2.7682708929693995, 1.882372077955074, 1.6867998587092394]",3.0258979272424824,1.882372077955074,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,7,20,0.6219532489776611,1,353.0,0.0,0.0,190,gnm,7,20,5.7143,0.4518,0.9524,-0.3333,0.2857,12,0.96544095612929
barabasi_191,15.032367115566318,"[0.3253733564171687, 2.421996594134202, 2.833033425229612, 1.8092977999004458]",0.3253733564171687,2.833033425229612,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,20,19,0.6131689548492432,1,105.0,0.0,0.0,191,barabasi,20,19,1.9,1.2207,0.0,-0.3122,0.55,19,0.7911772166087536
barabasi_192,16.505121453143285,"[2.876318523752209, 2.260625363123895, 1.9233757592148155, 1.5178453762813773]",2.876318523752209,1.9233757592148155,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,15,26,0.5850601196289062,1,220.0,0.0,0.0,192,barabasi,15,26,3.4667,2.2764,0.3407,-0.5404,0.4667,21,0.7859581644353946
watts_193,15.866335826842093,"[2.95549900033416, 2.7489381941443205, 2.0033916730457255, 1.8046594533402818]",2.95549900033416,2.003391673045725,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,12,24,-2.270183086395264,1,129.0,0.0,0.0,193,watts,12,24,4.0,0.7071,0.4583,-0.1624,0.3333,18,0.8814631014912274
gnm_194,74.25651017137842,"[2.202709544939844, 1.7732690360311103, 1.7179850823694873, 1.301837488486611]",2.202709544939844,1.717985082369487,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,18,146,4.022261381149292,1,241.0,0.0,0.0,194,gnm,18,146,16.2222,0.7857,0.9537,-0.1009,0.1111,81,0.9167470391528201
barabasi_195,16.501731537671986,"[1.1377128592747954, 1.7455542456016189, 3.0847080112753433, 1.952243567544481]",1.1377128592747954,3.0847080112753438,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,15,26,0.8623695373535156,1,305.0,0.0,0.0,195,barabasi,15,26,3.4667,1.9956,0.401,-0.3316,0.5333,20,0.8250865768835993
barabasi_196,6.7684740468126,"[2.173216753946704, 1.898432014958838, 1.9444915905771318, 1.2762004781184704]",2.173216753946704,1.944491590577132,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,10,9,0.2609717845916748,1,169.0,0.0,0.0,196,barabasi,10,9,1.8,1.4,0.0,-0.6364,0.6,9,0.7520526718680667
gnm_197,13.71209133011072,"[1.911846798439862, 2.5881001672161847, 0.15898244060393818, 2.109997673812565]",1.911846798439862,0.1589824406039381,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,13,26,0.7329800128936768,1,234.0,0.0,0.0,197,gnm,13,26,4.0,1.1767,0.1564,-0.0467,0.3846,21,0.6529567300052724
barabasi_198,15.40604311880595,"[0.2013802036528713, 1.8937210090637255, 2.7947523137000774, 1.3823797469384884]",0.2013802036528713,2.7947523137000774,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,14,24,0.8453426361083984,1,285.0,0.0,0.0,198,barabasi,14,24,3.4286,2.4117,0.7831,-0.4612,0.4286,18,0.8558912843781084
watts_199,20.218908922751886,"[1.2026442727968354, 2.18560427013903, -0.0035286132157294164, 2.793806976604937]",1.2026442727968354,-0.0035286132157294,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,16,32,0.8812804222106934,1,214.0,0.0,0.0,199,watts,16,32,4.0,1.0,0.2958,-0.1333,0.375,25,0.8087563569100754
gnm_200,20.732836943021084,"[2.9970083516341397, 2.0021178624509077, 1.8096695568192598, 1.4895530434837247]",2.99700835163414,1.80966955681926,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,10,37,0.7973246574401855,1,242.0,0.0,0.0,200,gnm,10,37,7.4,1.1136,0.8271,-0.2794,0.3,24,0.8638682059592119
gnm_201,23.94974998492092,"[1.837412938046215, 3.0248290079106956, 1.2010407145041115, 2.381229374416631]",1.837412938046215,1.2010407145041115,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,14,46,1.5127894878387451,1,244.0,0.0,0.0,201,gnm,14,46,6.5714,2.1285,0.5314,-0.2033,0.3571,33,0.7257499995430582
watts_202,12.623315323762723,"[0.6141788107112536, 2.8367782509293775, 1.9045034589111025, 0.8840882819056881]",0.6141788107112536,1.9045034589111025,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,15,15,0.6590878963470459,1,254.0,0.0,0.0,202,watts,15,15,2.0,0.3651,0.0,-0.0345,0.4667,15,0.8415543549175148
watts_203,23.37548165437076,"[2.950557196518871, 2.786858655148614, 2.0426748774067125, 1.8472441467397687]",2.950557196518871,2.0426748774067125,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,17,34,1.7009618282318115,1,309.0,0.0,0.0,203,watts,17,34,4.0,1.2367,0.2529,-0.4034,0.5294,28,0.8348386305132414
watts_204,16.602112359268357,"[1.0389339609141068, 1.8516746738825698, 3.133708574483621, 1.9322032622701273]",1.0389339609141068,3.133708574483621,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,13,26,0.4164981842041015,1,109.0,0.0,0.0,204,watts,13,26,4.0,1.1767,0.2051,-0.1426,0.3846,21,0.7905767790127789
watts_205,13.462388907391755,"[2.9000466985987585, 0.5603456507764719, 1.7605333427479881, 2.863816286773558]",2.9000466985987585,1.760533342747988,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,10,20,0.7073853015899658,1,253.0,0.0,0.0,205,watts,10,20,4.0,0.8944,0.3133,-0.25,0.4,16,0.8413993067119847
regular_206,15.000038165823767,"[0.926506653130824, 1.8933127439915522, 2.819184645629954, 2.215693101729555]",0.926506653130824,2.819184645629954,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,18,18,0.8625802993774414,1,275.0,0.0,0.0,206,regular,18,18,2.0,0.0,0.0,0.0,0.4444,18,0.833335453656876
watts_207,8.154709193046237,"[0.5870110377854996, 2.858122887234905, 1.897610349383563, 0.8905216924946467]",0.5870110377854996,1.897610349383563,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,10,10,0.3846554756164551,1,333.0,0.0,0.0,207,watts,10,10,2.0,0.4472,0.0,-0.0526,0.5,10,0.8154709193046237
gnm_208,19.86582459439217,"[2.9862939875932133, 1.9184402703575187, 1.8307776679992587, 1.459302239568313]",2.9862939875932133,1.830777667999259,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,10,35,1.476839542388916,1,457.0,0.0,0.0,208,gnm,10,35,7.0,1.0,0.7625,-0.2337,0.2,23,0.8637315041040073
barabasi_209,4.556654789252207,"[0.9229058570156699, 2.7880354214229515, 1.0759517386818533, 1.2282144709403586]",0.92290585701567,1.0759517386818531,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,6,5,0.2496790885925293,1,232.0,0.0,0.0,209,barabasi,6,5,1.6667,1.4907,0.0,-1.0,0.8333,5,0.9113309578504414
regular_210,16.456110476894427,"[3.068343982640586, 1.9472494418411932, 3.14158784342397, 1.954712733930213]",3.068343982640586,3.14158784342397,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,16,24,0.3456094264984131,1,118.0,0.0,0.0,210,regular,16,24,3.0,0.0,0.0625,0.0,0.375,22,0.7480050216770194
gnm_211,20.909466412350067,"[1.7183252513113623, 2.5612247757385798, 1.2024599052634486, 1.3056887930319645]",1.7183252513113625,1.2024599052634486,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,16,40,1.1406962871551514,1,228.0,0.0,0.0,211,gnm,16,40,5.0,2.2913,0.3424,-0.2182,0.3125,31,0.6744989165274216
gnm_212,38.44714004266923,"[2.588079562890691, 0.7115468300446133, 3.141592653589793, 2.862162288247558]",2.588079562890691,3.141592653589793,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,16,68,2.143072843551636,1,234.0,0.0,0.0,212,gnm,16,68,8.5,1.7321,0.552,-0.1575,0.25,47,0.8180242562270049
regular_213,10.833317645245812,"[2.4965048877822116, 1.893023144357612, 1.2482737374524056, 2.2155308136227156]",2.496504887782212,1.2482737374524056,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,13,13,0.5917942523956299,1,248.0,0.0,0.0,213,regular,13,13,2.0,0.0,0.0,0.0,0.4615,12,0.9027764704371509
regular_214,12.464115873136564,"[3.141592653589793, 1.8786699749403377, 2.973847138746571, 1.9638764959950987]",3.141592653589793,2.973847138746571,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,12,18,0.6063723564147949,1,222.0,0.0,0.0,214,regular,12,18,3.0,0.0,0.0,0.0,0.5,18,0.6924508818409202
watts_215,13.267053476686222,"[0.3610762130322408, 2.3919908790749265, 2.9424450738646755, 1.843560815708956]",0.3610762130322408,2.9424450738646755,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,17,17,0.9482386112213136,1,260.0,0.0,0.0,215,watts,17,17,2.0,0.686,0.0,0.0058,0.5294,17,0.7804149103933071
watts_216,12.578135095092506,"[1.5719140993674205, 1.9550832861559213, 0.7027849305481679, 2.7488906408506275]",1.5719140993674203,0.7027849305481679,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,17,17,0.8906466960906982,1,270.0,0.0,0.0,216,watts,17,17,2.0,0.5941,0.0,0.086,0.4706,17,0.7398902997113239
regular_217,16.5137534706292,"[1.8140837723519547, 1.0532771149565168, 2.9653248840970647, 1.8703926622878824]",1.8140837723519547,2.9653248840970647,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,12,24,0.5511665344238281,1,187.0,0.0,0.0,217,regular,12,24,4.0,0.0,0.1667,0.0,0.3333,20,0.82568767353146
watts_218,15.550400194410404,"[0.5157723021767546, 2.9134659214467513, 1.9120575652497749, 0.8580582399214608]",0.5157723021767546,1.9120575652497749,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,20,20,1.1901051998138428,1,239.0,0.0,0.0,218,watts,20,20,2.0,0.7746,0.0833,-0.2745,0.45,19,0.8184421154952845
gnm_219,33.40591642239764,"[0.1618968018543389, 1.5057697055871122, 2.8668156173238604, 3.1414594615386697]",0.1618968018543389,2.8668156173238604,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,15,59,1.9362616539001465,1,334.0,0.0,0.0,219,gnm,15,59,7.8667,1.8209,0.6042,-0.1078,0.2,39,0.8565619595486574
barabasi_220,13.394662856173229,"[0.3222715634549509, 2.3871954756163722, 2.8241339152062546, 1.8157954895223378]",0.3222715634549509,2.8241339152062546,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,18,17,0.4038472175598144,1,136.0,0.0,0.0,220,barabasi,18,17,1.8889,1.4487,0.0,-0.2903,0.6111,17,0.7879213444807781
barabasi_221,12.800451314525247,"[1.9009277617552072, 2.5140004281233694, -0.3115341274610303, 1.8131696849178534]",1.9009277617552072,-0.3115341274610303,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,13,22,0.4278249740600586,1,166.0,0.0,0.0,221,barabasi,13,22,3.3846,1.9822,0.4821,-0.3793,0.5385,18,0.7111361841402916
gnm_222,9.501781898965987,"[1.8431621032813994, 2.986425944146855, 2.7241279727038537, 2.40485465615033]",1.8431621032813996,2.7241279727038537,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,10,17,0.5023651123046875,1,253.0,0.0,0.0,222,gnm,10,17,3.4,1.3565,0.3067,-0.3949,0.5,13,0.7309062999204605
gnm_223,65.84432069852336,"[1.708575252372037, 2.201504987324778, 1.1715368837109468, 1.5715093733180012]",1.708575252372037,1.1715368837109468,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,20,127,3.908957481384277,1,184.0,0.0,0.0,223,gnm,20,127,12.7,2.3043,0.6834,-0.1025,0.2,79,0.833472413905359
barabasi_224,5.240379770169966,"[-0.4096827813498292, 3.141581616053805, 2.985446612625867, 2.1194774550777122]",-0.4096827813498292,2.985446612625867,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,8,7,-2.4627063274383545,1,122.0,0.0,0.0,224,barabasi,8,7,1.75,0.8292,0.0,-0.2353,0.5,7,0.7486256814528522
barabasi_225,11.48345841882626,"[1.3045415258938, 2.3397850800178936, 1.2120777246030132, 1.2606832144953404]",1.3045415258938,1.2120777246030132,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,16,15,0.5299777984619141,1,256.0,0.0,0.0,225,barabasi,16,15,1.875,1.9645,0.0,-0.5035,0.625,15,0.7655638945884173
gnm_226,20.547684629331343,"[2.7673300340598077, 1.7337399273725658, 3.1415841425544966, 2.684998566957411]",2.767330034059808,3.1415841425544966,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,10,39,0.8129839897155762,1,247.0,0.0,0.0,226,gnm,10,39,7.8,0.7483,0.8524,-0.1628,0.2,25,0.8219073851732537
watts_227,19.31598508328632,"[1.7518230550292815, 2.9365961424672906, 0.8059372552713152, 2.6982082388738666]",1.7518230550292817,0.8059372552713152,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,18,36,0.920590877532959,1,196.0,0.0,0.0,227,watts,18,36,4.0,1.0,0.2333,-0.3333,0.3889,29,0.6660684511478042
watts_228,4.4662129371427,"[1.5153716811459943, 1.9535337851070982, 0.5832041707573576, 2.7602926086095203]",1.5153716811459943,0.5832041707573576,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,6,6,0.1801908016204834,1,180.0,0.0,0.0,228,watts,6,6,2.0,0.5774,0.0,-0.6364,0.5,5,0.89324258742854
regular_229,14.897004737633118,"[1.2191359432838607, 1.6969792152383656, 2.7971821212575154, 2.285402298897181]",1.2191359432838609,2.7971821212575154,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,11,22,0.7182800769805908,1,272.0,0.0,0.0,229,regular,11,22,4.0,0.0,0.2727,0.0,0.2727,16,0.9310627961020699
watts_230,16.570417193556352,"[2.9153818542666836, 2.0878755709026686, 1.8561919013219932, 1.7486770181938218]",2.915381854266684,1.8561919013219927,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,13,26,0.3454148769378662,1,140.0,0.0,0.0,230,watts,13,26,4.0,1.0377,0.4513,-0.1678,0.3077,20,0.8285208596778176
barabasi_231,14.39159705588962,"[2.867684548262897, 2.0288612330138136, 1.9412155256402066, 1.5141929097831686]",2.867684548262897,1.9412155256402064,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,13,22,0.6803371906280518,1,259.0,0.0,0.0,231,barabasi,13,22,3.3846,1.2733,0.1667,-0.3216,0.4615,18,0.7995331697716455
gnm_232,42.78875228221225,"[3.02876493237169, 1.9024542426873134, 1.7867511696536273, 1.4740342965730528]",3.02876493237169,1.7867511696536271,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,14,79,2.011983156204224,1,262.0,0.0,0.0,232,gnm,14,79,11.2857,1.0302,0.8617,-0.1465,0.2143,48,0.8914323392127552
watts_233,8.502449908557246,"[0.621103516844544, 2.854331230999737, 1.8725912734657861, 0.9421628119945971]",0.621103516844544,1.872591273465786,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,11,11,0.3655242919921875,1,289.0,0.0,0.0,233,watts,11,11,2.0,0.7385,0.197,-0.3444,0.5455,10,0.8502449908557246
gnm_234,7.1909389551583445,"[2.8722779785192833, 2.194911576764981, 1.9029928007610248, 1.4997280801504838]",2.872277978519284,1.9029928007610248,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,7,11,0.1630408763885498,1,123.0,0.0,0.0,234,gnm,7,11,3.1429,0.833,0.3571,-0.2222,0.4286,9,0.7989932172398161
watts_235,25.462667369841245,"[2.952038227268245, 2.759034170514319, 2.0201375050659216, 1.8163244396604827]",2.952038227268245,2.0201375050659216,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,19,38,2.0232787132263184,1,241.0,0.0,0.0,235,watts,19,38,4.0,0.8584,0.3912,-0.0857,0.3158,29,0.8780230127531464
barabasi_236,8.088080946564638,"[0.3289519414778837, 2.3941641919960444, 2.80350183016823, 1.813417229885045]",0.3289519414778837,2.80350183016823,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,11,10,0.3122158050537109,1,132.0,0.0,0.0,236,barabasi,11,10,1.8182,1.1923,0.0,-0.4368,0.6364,10,0.8088080946564637
gnm_237,14.63539209636474,"[1.8225089755538233, 1.1302354344974488, 3.035819805517577, 1.8471581046392525]",1.8225089755538235,3.035819805517577,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,9,25,0.8132514953613281,1,274.0,0.0,0.0,237,gnm,9,25,5.5556,1.0657,0.6598,-0.2425,0.2222,18,0.81307733868693
barabasi_238,18.14445157590504,"[0.9933288510095523, 1.8855724720039526, 3.131130869444709, 1.9498327716420585]",0.9933288510095524,3.131130869444709,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,16,28,0.9314885139465332,1,311.0,0.0,0.0,238,barabasi,16,28,3.5,2.0,0.1267,-0.5761,0.5,24,0.75601881566271
watts_239,9.916125634218588,"[0.9075873485057061, 1.9920150657310063, 3.1414937547427213, 1.8949541602442255]",0.907587348505706,3.1414937547427213,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,8,16,0.251455545425415,1,151.0,0.0,0.0,239,watts,8,16,4.0,1.0,0.4625,-0.2222,0.375,12,0.826343802851549
watts_240,8.410160862833436,"[1.2051288821868749, 2.87863136028254, 2.122589091201305, 1.103268661561887]",1.2051288821868749,2.122589091201305,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,8,16,0.3349077701568603,1,203.0,0.0,0.0,240,watts,8,16,4.0,1.0,0.4875,-0.3889,0.5,13,0.6469354509871874
watts_241,18.972049642440567,"[2.011856986244564, 2.994950377146774, 2.859500703600522, 0.7430471374250887]",2.011856986244564,2.859500703600522,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,18,36,1.793903350830078,1,301.0,0.0,0.0,241,watts,18,36,4.0,1.1055,0.337,-0.2833,0.3889,28,0.6775732015157345
barabasi_242,20.52989917654815,"[1.694793111073822, 2.9081481052579368, 1.1796104120669038, 1.87788115112558]",1.694793111073822,1.1796104120669038,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,16,39,1.3997523784637451,1,257.0,0.0,0.0,242,barabasi,16,39,4.875,2.4969,0.4539,-0.2892,0.375,30,0.684329972551605
barabasi_243,25.5749239891662,"[2.93268164284947, 1.7645883179053277, 1.9305970476096612, 1.4882516125505783]",2.93268164284947,1.9305970476096608,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,17,42,3.117173433303833,1,356.0,0.0,0.0,243,barabasi,17,42,4.9412,2.4125,0.3738,-0.184,0.3529,33,0.7749976966414001
watts_244,9.12017592684333,"[2.9601073539521243, 2.741073792443257, 1.993933331581009, 1.8116075052270992]",2.9601073539521243,1.993933331581009,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,7,14,1.0774040222167969,1,405.0,0.0,0.0,244,watts,7,14,4.0,0.7559,0.5762,-0.037,0.2857,10,0.912017592684333
regular_245,15.05568351281435,"[2.800636380542307, 2.301166585286765, 1.803919902280108, 1.829891148400125]",2.800636380542307,1.803919902280108,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,14,21,1.3865947723388672,1,301.0,0.0,0.0,245,regular,14,21,3.0,0.0,0.2143,0.0,0.3571,18,0.8364268618230194
gnm_246,97.88138422120812,"[3.061837640986867, 1.8697813955406106, 1.7474891387284703, 3.1415069977642958]",3.061837640986867,1.7474891387284703,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,20,187,8.367263555526733,1,264.0,0.0,0.0,246,gnm,20,187,18.7,0.7141,0.986,-0.1282,0.1,100,0.9788138422120812
regular_247,12.769176833578513,"[0.7127237830319202, 2.179142216439731, 3.141592653589793, 1.924335760110802]",0.7127237830319202,3.141592653589793,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,10,20,0.4943859577178955,1,217.0,0.0,0.0,247,regular,10,20,4.0,0.0,0.25,0.0,0.4,16,0.798073552098657
watts_248,12.634884791825142,"[0.8462573897953574, 1.9082967597513862, 3.141592653589793, 1.9634979222699878]",0.8462573897953574,3.141592653589793,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,17,17,0.4851586818695068,1,211.0,0.0,0.0,248,watts,17,17,2.0,0.4851,0.0,-0.0625,0.5294,17,0.7432285171661848
watts_249,7.285791502214124,"[2.9357826292885014, 2.0259434293402445, 1.8522424407254894, 1.471502726506406]",2.9357826292885014,1.8522424407254892,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,6,12,0.2980449199676513,1,210.0,0.0,0.0,249,watts,6,12,4.0,0.5774,0.7278,-0.2766,0.3333,9,0.8095323891349027
regular_250,21.781758704624764,"[2.798710450588569, 2.2701693137370107, 1.8056030979247462, 1.8294821279882303]",2.798710450588569,1.8056030979247464,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,20,30,1.35455584526062,1,239.0,0.0,0.0,250,regular,20,30,3.0,0.0,0.1,0.0,0.35,27,0.8067318038749912
gnm_251,45.024423483475445,"[1.946130360545147, 2.943941558062513, 0.030594430158205052, 2.344738370076536]",1.946130360545147,0.030594430158205,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,20,89,0.5890662670135498,1,231.0,0.0,0.0,251,gnm,20,89,8.9,1.9723,0.462,-0.0403,0.25,61,0.7381053030077942
watts_252,12.23983269046556,"[-0.3613891483983793, 3.132023542133259, 3.131455331884569, 1.959742638030412]",-0.3613891483983793,3.131455331884569,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,17,17,0.2953169345855713,1,107.0,0.0,0.0,252,watts,17,17,2.0,0.767,0.098,-0.2897,0.5294,16,0.7649895431540975
barabasi_253,23.68294240120336,"[1.2555098640691766, 2.821815816109678, 0.8559161080284068, 1.2383490784278357]",1.2555098640691766,0.8559161080284068,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,18,45,1.3264732360839844,1,231.0,0.0,0.0,253,barabasi,18,45,5.0,2.582,0.4264,-0.3005,0.3889,34,0.6965571294471576
regular_254,9.16666657945675,"[2.496432295751863, 1.8931046547043975, 1.2483027294253384, 2.2154519120533496]",2.496432295751863,1.2483027294253384,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,11,11,0.4807789325714111,1,267.0,0.0,0.0,254,regular,11,11,2.0,0.0,0.0,0.0,0.4545,10,0.916666657945675
regular_255,8.877966385218315,"[2.716055657845172, 2.1621937368283515, 2.5436769841341853, 2.290575690552221]",2.716055657845172,2.5436769841341853,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,7,14,0.2251844406127929,1,118.0,0.0,0.0,255,regular,7,14,4.0,0.0,0.5,0.0,0.2857,10,0.8877966385218314
watts_256,20.310695782672312,"[1.2205003129235492, 1.672111487306264, 3.141592653589793, 1.9235717477468133]",1.2205003129235492,3.141592653589793,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,16,32,1.1140925884246826,1,255.0,0.0,0.0,256,watts,16,32,4.0,1.0,0.2479,0.1,0.375,25,0.8124278313068924
